title,content,source,url
Trăn trở thiên thu,"Anh về nơi tuyết lạnh 
Hiu hắt một đường tơ
Em &nbsp;đi vào giấc mơ
Hoang vu tràn mong muốn

Sầu kiếp người bơ vơ
Hoa lỡ làng một thuở
Vô thường mộng trăm năm
Ta đã đành gặp gỡ

Hoa lạnh buồn đơn côi
Bướm hoang vờn gối mộng
Lối xưa lá rụng rơi
Nhớ suối mát cội nguồn

Ươm mộng tưới hồn thơ
Khơi dậy một tình yêu
Xua tan niềm băng giá
Sóng vỗ về ngẩn ngơ

Nghe tình mộng phiêu du
Say chín đỏ hồn hoang
Hương áo thả ngàn hoa
Mây vương vấn non hồng

Ôi đêm lạnh tình nồng
Còn trăn trở thiên thu…",,https://www.thivien.net/V%C6%B0%C6%A1ng-Anh-%C4%90%C3%A0o/Tr%C4%83n-tr%E1%BB%9F-thi%C3%AAn-thu/poem-jdtK7hlYxCSUK0oxNNcRog
Hối hận,"Sao anh đến với em
Đêm mưa to đến thế
Ừ, dỗi hờn một tí
Đâu đáng để anh lo

Em con gái thôi mà
Sao anh hoài công đợi
Phải chi anh hẹn tới
Gió mưa em cũng chờ

Anh đến, để bây giờ
Đêm khuya, đường lại vắng
Đường ơi, sao xa lắm
Mưa gió lại bão bùng...

Em làm sao yên tâm?
Không lo anh sao được?
Biết thế này, khi trước
Em chẳng giận anh đâu.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Chu-Thu-Ph%C6%B0%C6%A1ng/H%E1%BB%91i-h%E1%BA%ADn/poem-QDtIgC4XEIHlKvinUqlr_Q
Lá phong đỏ,"Không chịu nổi giá lạnh
Phong tự đốt cháy mình
Lá chín màu nhung nhớ
Sưởi tiết thu vô tình",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Chu-Thu-Ph%C6%B0%C6%A1ng/L%C3%A1-phong-%C4%91%E1%BB%8F/poem-scU0dADd4RbyCHtrv0FpNA
Bay theo đường dân tộc đang bay,"Cuối năm bay đi đâu
Mòng két ơi mòng két
Tiếng kêu lừng gió rét
Đổi hình ngang sông sâu

Đổi hình ngang sông sâu
Một cánh chim rơi chết
Cả đàn bay, bay tiếp
Ngỡ như không bận lòng

Xanh màu sứ điệp trùng
Đỏ dòng sông nước xiết
Trắng màu mây thiêm thiếp
Trắng màu mây như không
Trận chiến còn quyết liệt
Bờ sú xanh mải miết
Nên chim bay bay tiếp
Bận lòng không bận lòng
Mặc kẻ rơi nửa chừng
Cho kẻ rơi nửa chừng
Mặc những người giã biệt
Cho những người giã biệt
Khi vang lừng gió rét
Đổi hình bay ngang sông",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Ch%E1%BA%BF-Lan-Vi%C3%AAn/Bay-theo-%C4%91%C6%B0%E1%BB%9Dng-d%C3%A2n-t%E1%BB%99c-%C4%91ang-bay/poem-U1tAnYVufOLcljnDa4z9jQ
Bến đò mẹ tiễn,"Tiễn con ra bến đò
Bốn bề bom đạn giặc
Thuyền con đi xa khuất
Mẹ vẫn đứng trông hờ
Chín nghìn đêm đại bác
Chín nghìn ngày chia cắt
Ba mươi năm đợi chờ
Mẹ đã về nhà chưa?

Con nửa đời xa mẹ
Đi sông Ngô bể Sở
Ngoảnh lại bến làng xưa
Làng xóm hoá ra tro
Đất trời thành toạ độ
Con đò mẹ tiễn đưa
Đã cháy vèo trong lửa.
Sao mẹ còn tại chỗ
Sao mẹ còn nguyên đó
Đầu tóc bạc phơ phơ...","1988

Tiền thân của bài này là một bài ngũ tuyệt, tác giả viết từ năm 1969. Bài thơ đó như sau:
Ngũ tuyệt về mẹ

Bờ sông mẹ tiễn đưa con
Hai chục năm trời súng nổ
Mẹ mất cùng chục năm rồi
Sao ngỡ mẹ còn đứng đó
Giữa nghìn trận nổ trông con.

(Nghĩ ra thể ngũ tuyệt đêm 4-12-1969)


[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Ch%E1%BA%BF-Lan-Vi%C3%AAn/B%E1%BA%BFn-%C4%91%C3%B2-m%E1%BA%B9-ti%E1%BB%85n/poem-8DFc4uZs7NaQK_M5IG6e3Q
Bom và trăng,"Thức dậy vì tiếng bom
Bỗng gặp đêm trăng sáng
Chói loà trên sông vắng
Chói nửa màn em nằm
Cả đêm trăng sáng rỡ
Chỉ màu trăng là có
Còn chiến tranh là không.","1975

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Ch%E1%BA%BF-Lan-Vi%C3%AAn/Bom-v%C3%A0-tr%C4%83ng/poem-_W8ADK629ZeUFGPMFvz-Rw
Bom và trăng,"Thức dậy vì tiếng bom
Bỗng gặp đêm trăng sáng
Chói loà trên sông vắng
Chói nửa màn em nằm.
Cả đêm trăng sáng rỡ
Chỉ màu trắng là có
Còn chiến tranh là không.","3-11-1975

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Ch%E1%BA%BF-Lan-Vi%C3%AAn/Bom-v%C3%A0-tr%C4%83ng/poem-ZEMXgu2BKvhfId0VZrb5GA
Cảnh giác,"Trận chiến đấu còn dài
Nòng súng xin chớ nguội
Chớ tựa lưng vào cờ
Lấy chiến công làm gối
Trong khi chờ giặc tới
Lui dưới một cành hoa

Con diều hâu xuống bùn
Đã muốn chồm lại cánh
Chúng nuôi những kho bom
Và hoài thai trận đánh

Xin chớ xem thời cuộc
Là một chiếc giường êm
Nằm lên đấy nghe tin
Rồi chăn chiếu ngủ yên
Tên giết người nằm cạnh

Giặc Mỹ mở tay ra
Hãy khép bàn tay lại
Đều để kiếm máu người
Làm thức ăn mỗi buổi...
Nếu máu cũ vừa khô
Chúng đi tìm máu mới

Khi giặc nói chiến tranh
Bom rơi nghìn cân nặng
Và khi nói hoà bình
Là chúng đang... nhằm bắn

Kìa chúng đeo nhẫn vàng
Đến Hội đồng bảo an",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Ch%E1%BA%BF-Lan-Vi%C3%AAn/C%E1%BA%A3nh-gi%C3%A1c/poem-wBWiJiIOoFPsJNZCOy5HMQ
Anh bù nhìn,"Ai bảo anh bù nhìn
Là đồ vô tích sự
Em không tin không tin
Còn thương anh nữa chứ

Cánh đồng dù mưa nắng
Ngày đêm anh đứng canh
Lúa an tâm vào hạt
Không sợ chim, chuột càn

Anh bù nhìn vui tính
Cái mặt như chú hề
Vừa lom lem đen trắng
Thoạt nhìn ai cũng ghê

Áo quần tuy rách rưới
Nhưng anh chẳng buồn đâu
Mỗi khi bạn gió tới
Đôi tay mềm phất cao

Có đàn chim háu đói
Sà cánh xuống đồng vàng
Thèm thuồng toan mổ vụng
Thấy anh, sợ tím gan

Lúa vui rì rào mãi
Toả hương ngợp cánh đồng
Anh bù nhìn khoai khoái
Gật gật đầu... oai không?",,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/Anh-b%C3%B9-nh%C3%ACn/poem-kzc1wkD6i6Y4oWEm1lUyJQ
Anh dế mèn,"Tuổi anh còn rất trẻ
Nhưng anh rất tài hoa
Anh vừa là nhạc sĩ
Cũng vừa là danh ca

Giọng anh rất ngọt ngào 
Ngân nga như tiếng gió
Bộ com lê màu nâu
Khoác trên mình thon nhỏ

Dù trời mưa hay nắng
Anh vẫn luôn yêu đời
Chiếc vĩ cầm nhỏ nhắn
Theo anh đi khắp nơi

Vì cuộc đời đáng yêu
Anh càng say ca hát
Và mong đem thật nhiều
Niềm vui đi rộng khắp.",,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/Anh-d%E1%BA%BF-m%C3%A8n/poem-_MeRhGvTyceNafXNV6C4JA
Bà bị ốm,"Hôm nay bà bị ốm
Nằm nghỉ ở vạc tre
Cây bàng toả bóng che
Cho bà say giấc ngủ

Em chùi lau kệ tủ
Mang quần áo ra phơi
Quét sân lá vàng rơi
Cho gà con ăn thóc

Chú mèo nằm trong góc
Bụng cũng đã căng tròn
Luống rau muống xanh non
Cũng vừa no đủ nước

Nhà đã được quét tước
Vườn đã sạch cỏ rồi
Cơm đã chín trong nổi
Bếp thơm mùi trấu đốt

Bạn Chích Choè thảng thốt:
“Bạn đã vất vả rồi!”
Em khẽ lắc đầu thôi:
“Chẳng bằng bà, Chim ạ!”",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Lam/B%C3%A0-b%E1%BB%8B-%E1%BB%91m/poem-VtxfGAFdhwQEXqNzR5Sl9g
Bà ngoại,"Chiều nay có canh ngon
Bà ơi, sao chẳng đến
Mấy ngày rồi có điện
Mong bà quá, bà ơi!
Tối nay thứ bảy rồi
Có vở chèo cô Tấm.
Bà ở quê xa lắm
Cách những mấy núi đồi
Bận trước bà về chơi
Vào giữa ngày oi bức
Cháu mải thi hết cấp
Chẳng được quạt cho bà
Thương bà còn ở xa
Bao giờ về Hà Nội?",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/%C4%90o%C3%A0n-Th%E1%BB%8B-Lam-Luy%E1%BA%BFn/B%C3%A0-ngo%E1%BA%A1i/poem-80EAKd2DOyO_33EJblKWuQ
Bài học nho nhỏ,"Gà ăn hạt lúa bé
Đẻ được nhiều trứng to
Hạt mưa rơi rỉ rả
Làm nên vũng nên hồ

Từng bài học nho nhỏ
Em tích luỹ từng ngày
Bao điểm mười thắm đỏ
Hứa hẹn một tương lai.",,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/B%C3%A0i-h%E1%BB%8Dc-nho-nh%E1%BB%8F/poem-jSG4bOLnMmdmxk-kYu4LLQ
Bài học vỡ lòng,"Ba là con của ai?
Là con ông bà nội
Mẹ là con của ai?
Là con ông bà ngoại

Con là con của ai?
Là con của ba mẹ
Con học trường nào nhỉ?
Con học trường Mầm Non!",,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/B%C3%A0i-h%E1%BB%8Dc-v%E1%BB%A1-l%C3%B2ng/poem--Rr_91DR1rlebvxnJ_12HQ
Bản Iều,"Quả đồi như ụ rơm
Mọc lên từng chiếc nấm
Những chiếc - nấm - nhà - sàn
Gọn gàng và xinh xắn

Bên những con đường mòn
Có hoa lau trắng muốt
Mây trắng bên sườn non
Vẽ nên hình ông bụt

Róc rách bờ suối nhỏ
Chảy ra dòng sông Con
Như lòng người ở bản
Gửi tình về làng thôn

Những đứa bé tóc xoăn
Hồn nhiên trên lưng mẹ
Những hạt mầm lên xanh
Cũng từ trong mắt trẻ

Những cụ già đen sặm
Gối tay qua núi rừng
Lửa bập bùng đêm tối
Giấc ngủ vùi trong trăng

Lúa, ngô biếc đồi nương
Mít, xoài thơm thung lũng
Bạn về <span id=""id15b1d4c37ee03b3ffe89d87bbdc239a0"" class=""popup-comment"">bản Iều</span><i class=""fa fa-info-circle popupcmt""></i> không?
Nghe mùa reo sức sống.",,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/B%E1%BA%A3n-I%E1%BB%81u/poem-DCHLpdGo4si7ShL3P1_LtA
Bạn trong vườn xanh,"Cùng chung trong một vườn
Mít, xoài yêu thương lắm
Cành đan nhau, cành vươn
Rễ bám lòng đất ấm

Và chung một vòm xanh
Gọi chim về làm tổ
Dù nắng cháy, mưa dầm
Đem lá cành che chở

Xoài bế “em” trên cao
Mít gùi “em” dưới gốc
Quả chẳng giống tí nào
Xoài trơn, mít gai góc

Hè về trong tiếng chim
Hót mừng mùa trái chín
Mùi hương dắt bé tìm
Quả đầu mùa ngọt lịm",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/B%E1%BA%A1n-trong-v%C6%B0%E1%BB%9Dn-xanh/poem-O7gz4-fqDvJJvcnFaBjizA
Bão,"Trời xanh bận gì thế
Sao mãi đâu chẳng về
Miền Trung đang mưa bão
Khắp cả miền thôn quê

Trời xanh về sớm nhé
Mái ngói... gió cuốn rồi
Lúa ngô mới đâm chồi
Cũng nát tươm, trôi mất

Bao ngày chẳng thấy đất
Lũ ngủ với mái nhà
Tóc mẹ bạc như hoa
Nếp nhăn cha khoé mắt

Thôi thì Nam với Bắc
Gửi nắng hộ trời xanh
Gửi áo ấm, chiếu manh
Gửi tình thương nguồn cội

Trời xanh đang giận dỗi
Nên về trễ chuyến tàu
Nhưng mình đã có nhau
Bão giông nào cũng cạn.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Lam/B%C3%A3o/poem-odCctKELVD0v41DrsE5ZBA
Bắt gà,"Hôm bé ở nhà nội
Thấy nội ví con gà
Gà chạy lui chạy tới
Nội chạy vô chạy ra
Bé bảo: Phải nhờ bố
Mau lấy máy ảnh ra
Chỉ bấm nút một phát
Là bắt ngay con gà.",,https://www.thivien.net/Nguy%E1%BB%85n-L%C3%A3m-Th%E1%BA%AFng/B%E1%BA%AFt-g%C3%A0/poem-htjRa4PDB5BRB4-jQJxccw
“Chiều vừa xốp trên tay”,"Chiều vừa xốp trên tay
Chợt nghe thoáng ong bay
Có ai vừa chết nhỉ
Mây thắt tang trăng gầy

Ớt đỏ sao cứ đỏ
Táo chín cho thật vàng
Em đẹp cho thêm đẹp
Để mắt ngừng lang thang",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/Chi%E1%BB%81u-v%E1%BB%ABa-x%E1%BB%91p-tr%C3%AAn-tay/poem-f31v-s36HNxJNqauIrC7Xw
Bầu sữa mẹ,"Đứt đuôi con nòng nọc
Đã nhẩy vội lên bờ
Một đời con ếch ộp
Có xa nước bao giờ

Quàng lên vai quá khứ
Nhẩn nha va nhẩn nha
Có ai vội sốt ruột
Xin đứng riêng hẳn ra

Cây lớn lên từng ngày
Thớ gỗ nở tròn xoay
Đừng làm ai méo mó
Ứ nhựa tấy mầm cây

Tuổi già ta vọc cát
Hằng hà va hằng hà
Mới biết mình tẻ nhạt
Xâu chuỗi mỗi ngày qua

Vú mẹ là vũ trụ
Cong mềm đâu bờ biên
Xúm xít bao tinh tú
Mút bầu trời lớn lên","2020

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/B%E1%BA%A7u-s%E1%BB%AFa-m%E1%BA%B9/poem-exsRf4htswOwuyN4aHgcbg
Bến xuân,"Có đi thì mới biết
Trời có nói gì đâu
Bờ biên dù cách biệt
Mây vẫn trắng một màu

Nơi tận cùng sỏi đá
Ẩn chứa bao niềm sâu
Chuộng gì ngọn gió lạ
Nhói thêm nỗi bờ đau

Nhìn kìa mùa xuân đến
Có ai cấm được đâu
Bao hoa dại đậu bến
Đón mùi hương trước sau.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/B%E1%BA%BFn-xu%C3%A2n/poem-FHSnSz6vEeGhXKXB8ub8qg
Cái diều đứt dây,"Một cái xác tuổi thơ
Cánh diều giẫy trong lá
Cặp mắt trẻ ngẩn ngơ
Bên dòng đời xa lạ

Cả tầng không trống rỗng
Bầu trời có trẻ thơ
Nối sợi diều bay bổng
Lấp đầy bao ước mơ

Lá diều mắc trên cây
Vẫn còn đó sợi dây
Ất ơ đùa nắng quái
Thắt cổ diều quay mãi.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/C%C3%A1i-di%E1%BB%81u-%C4%91%E1%BB%A9t-d%C3%A2y/poem-D426Xua3CUas597KETSFLw
Căn nhà lá,"Căn nhà lá dựng xong
Em không còn đến nữa
Ngọn đèn dầu nhớ mong
Nhấp nhay con mắt lửa

Và mặt trăng trên trời
Ai bóp méo mày vậy
Năm ngón tay tê dại
Hay tao vừa quăng lên

Mùa xuân quây bốn bên
Mùa thu tròn ở giữa
Gói trong tim hè lửa
Là hình em trong tôi

Anh gọi em - em ơi
Dẫu không lời khản tiếng
Muốn xé ra từng miếng
Hình em dán khắp trời",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/C%C4%83n-nh%C3%A0-l%C3%A1/poem-usttzELx1M7WvzGmQwIMIA
Chân gián áo ve sầu,"Chân gián áo ve sầu
Men đời đi mải miết
Thắng cố thơm mỏi chiều
Ngựa hí trời ly biệt

Thấy mình là người ư
Cuộn tròn con cuốn chiếu
Lá cỏ mơn mởn chiều
Nằm im mà tới bến

Chân gián cứ bò đi
Áo ve sầu thay mới
Cái râu ngọ nguậy kia
Cũng yêu đời biết mấy

Này này chú vật kia
Ta thấy ngươi hằng ngày
Bây giờ mùa giáp hạt
Cứ lớn riêng một bầy

Mở lòng con sâu róm
Cũng hóm hỉnh như xa…
Bao giờ mày hoá bướm
Nhớ nhắn thầm giúp ta.","2020

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/Ch%C3%A2n-gi%C3%A1n-%C3%A1o-ve-s%E1%BA%A7u/poem-6EMVqQenoxSDEu4Xd4U2_g
Chiều có thật,"Thì ra chiều có thật
Nắng nhạt nhoà mái tranh
Nắng len vào nách lá
Nghe nhột da đầu cành

Thì ra chiều có thật
Trăng bớt chút lẻ loi
Tuổi già nương bóng tối
Ấm lại phút lửa đôi

Ngày dài và đêm dài
Được chút chiều lại ngắn
Vừa nhận ra cuối mây
Đã chìm vào đêm vắng","1998

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/Chi%E1%BB%81u-c%C3%B3-th%E1%BA%ADt/poem-jbq47xsoZlwb4frWTX7brg
Chớp đá,"Hãy cho tôi là gió!
Hãy cho tôi là mây!
Tôi chịu sự đoạ đầy
Cho tôi vẫn là tôi

Có gì mà cười - em
Có gì mà khóc - em
Có gì mà trời đêm

Đã ghi thì không kịp
Ý nghĩ chớp qua tay
Sao mày không là gió
Sao mày không là mây
Sao mày không là cây
Rễ âm thầm nhức nhối
Nhói vào tim tao đây","1993

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/Ch%E1%BB%9Bp-%C4%91%C3%A1/poem-6zK8Wh8FSvyJHnPPAQcLLw
Có chiếc lá,"Còn chiếc lá chưa rơi
Có phải thương nệm cỏ
Giữa râm ran nụ chồi
Đang cựa mình nhú thở

Muốn rớt cũng dễ thôi
Dứt mình là thấy cỏ
Trót ngạo nghễ với đời
Tội gì mà buông bỏ

Mặc kệ mùa cứ đi
Rồi mùa còn trở lại
Trời xanh nhắn nhủ gì
Guồng luân hồi xoay mãi

Chiếc lá chưa thèm rơi
Theo bầy đàn của lá
Cớ gì phá luật chơi
Rung cành và chọi đá

Đời nặng nề mỏi mệt
Ứ nhựa mớm niềm sâu
Ta với lá cùng nhận
Ta với lá còn đau.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/C%C3%B3-chi%E1%BA%BFc-l%C3%A1/poem-elwS3V_hf6VH8xZ249jQqQ
Có gì mới lạ,"Có gì mà sôi động
Trước mùi trăng giãi bầy
Em theo làn gió mỏng
Còn đi đó đi đây

Bao vua hề giải nghệ
Chiếc long sàng nằm chay
Ai hát nựng con trẻ
Giấy kẹo ố bay đầy

Ba lô vai nặng trĩu
Những tâm tư béo gầy
Có gì còn mới lạ
Ngón trỏ dí đau cây.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/L%C3%A2m-Huy-Nhu%E1%BA%ADn/C%C3%B3-g%C3%AC-m%E1%BB%9Bi-l%E1%BA%A1/poem--o96yWxlPTrEVF_M9osHAg
Ngò cải đơm hoa,"Giặc có đốt thiêu đồng
Lúa mùa sau lại mọc
Giặc có dồn cướp thóc
Thóc lại cướp trở về
Hôm trước giặc dựng tề
Hôm sau mình lại hạ,
Giặc bắn cả lợn gà
Gà vịt lại tăng gia
Lợn bầy lớn như thổi
Giặc phá tan khung cửi
Nhưng vải đã dệt xong
Kịp chiến dịch thu đông
Gửi cho anh, anh mặc
Yên tâm anh diệt giặc
Bữa sắn lại bữa khoai
Ngày một với ngày hai
Tin anh, em chờ đợi
<span id=""id23df6a70d81aa2fb3fcd5cb5c2430b40"" class=""popup-comment"" data-related-poems=""[{&quot;uid&quot;:&quot;I85YQXtPazZnvVT9aLaPkg&quot;,&quot;url&quot;:&quot;\/Tr%E1%BB%8Bnh-Ho%C3%A0i-%C4%90%E1%BB%A9c\/%C4%90i-s%E1%BB%A9-c%E1%BA%A3m-t%C3%A1c-b%C3%A0i-01\/poem-I85YQXtPazZnvVT9aLaPkg&quot;,&quot;title&quot;:&quot;\u0110i s\u1ee9 c\u1ea3m t\u00e1c b\u00e0i 01&quot;,&quot;author&quot;:&quot;Tr\u1ecbnh Ho\u00e0i \u0110\u1ee9c&quot;}]"">Chừ</span><i class=""fa fa-info-circle popupcmt""></i> ngước mắt trông ra
Ngò cải đã trổ hoa
Bi bầu đã trổ trái...
Bộ đội đã về làng
Súng đạn đã ầm vang
Giặc thảo sau thảo trước
Tay cơi trầu <span id=""id11950db45a722da523d5f44fc84a53be"" class=""popup-comment"">đọi nước</span><i class=""fa fa-info-circle popupcmt""></i>
Miệng gọi mẹ gọi thầy
Ơi anh đã về đây
Giữa đoàn quân chiến thắng!",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/L%C6%B0u-Tr%E1%BB%8Dng-L%C6%B0/Ng%C3%B2-c%E1%BA%A3i-%C4%91%C6%A1m-hoa/poem-_IqgOxMNUNvhOsJ77RekkQ
Tiếng thu,"Em không nghe mùa thu
dưới trăng mờ thổn thức?
Em không nghe rạo rực
hình ảnh kẻ chinh phu
trong lòng người cô phụ?
Em không nghe rừng thu.
lá thu kêu xào xạc,
con nai vàng ngơ ngác
đạp trên lá vàng khô?","Bài thơ này đã được nhạc sĩ Phạm Duy phổ nhạc thành bài hát cùng tên.

[Thông tin 4 nguồn tham khảo đã được ẩn]",https://www.thivien.net/L%C6%B0u-Tr%E1%BB%8Dng-L%C6%B0/Ti%E1%BA%BFng-thu/poem-jvbfrjspi2Y6S8b3jeqzpA
Trăng lên,"Đủng đỉnh chiếc thuyền con
Trăng lên đầy ngọn núi
Đối cảnh với người yêu,
Cầm tay, tôi gạn hỏi:
""Vũ trụ ngõ bao la
Nên cười hay nên tủi?""
Lẳng lặng tựa Hằng Nga,
Nhìn tôi, nàng chẳng nói.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/L%C6%B0u-Tr%E1%BB%8Dng-L%C6%B0/Tr%C4%83ng-l%C3%AAn/poem-fxLbZbIzz9292yAECsm5LA
Đêm nay Bác không ngủ,"Anh đội viên thức dậy
Thấy trời khuya lắm rồi
Mà sao Bác vẫn ngồi
Đêm nay Bác không ngủ.

Lặng yên bên bếp lửa
Vẻ mặt Bác trầm ngâm
Ngoài trời mưa lâm thâm
Mái lều tranh xơ xác.

Anh đội viên nhìn Bác
Càng nhìn lại càng thương
Người Cha mái tóc bạc
Đốt lửa cho anh nằm.

Rồi Bác đi dém chăn
Từng người từng người một
Sợ cháu mình giật thột
Bác nhón chân nhẹ nhàng.

Anh đội viên mơ màng
Như nằm trong giấc mộng
Bóng Bác cao lồng lộng
Ấm hơn ngọn lửa hồng.

Thổn thức cả nỗi lòng
Thầm thì anh hỏi nhỏ:
- Bác ơi! Bác chưa ngủ?
- Bác có lạnh lắm không?

- Chú cứ việc ngủ ngon
Ngày mai đi đánh giặc!
Vâng lời anh nhắm mắt
Nhưng bụng vẫn bồn chồn.

Không biết nói gì hơn
Anh nằm lo Bác ốm
Lòng anh cứ bề bộn
Vì Bác vẫn thức hoài.

Chiến dịch hãy còn dài
Rừng lắm dốc lắm ụ
Đêm nay Bác không ngủ
Lấy sức đâu mà đi!

- Lần thứ ba thức dậy
Anh hốt hoảng giật mình
Bác vẫn ngồi đinh ninh
Chòm râu im phăng phắc.

Anh vội vàng nằng nặc:
- Mời Bác ngủ Bác ơi!
Trời sắp sáng mất rồi
Bác ơi, mời Bác ngủ

- Chú cứ việc ngủ ngon
Ngày mai đi đánh giặc
Bác thức thì mặc Bác
Bác ngủ không an lòng

Bác thương đoàn dân công
Đêm nay ngủ ngoài rừng
Rải lá cây làm chiếu
Manh áo phủ làm chăn...

Trời thì mưa lâm thâm
Làm sao cho khỏi ướt
Càng thương càng nóng ruột
Mong trời sáng mau mau.

Anh đội viên nhìn Bác
Bác nhìn ngọn lửa hồng
Lòng vui sướng mênh mông
Anh thức luôn cùng Bác.

Đêm nay Bác ngồi đó
Đêm nay Bác không ngủ
Vì một lẽ thường tình
Bác là Hồ Chí Minh.","1951

[Thông tin 2 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Minh-Hu%E1%BB%87/%C4%90%C3%AAm-nay-B%C3%A1c-kh%C3%B4ng-ng%E1%BB%A7/poem-IxXEmDeZid1BbeqnERNzSg
Muôn thuở anh đội viên,"Chắt ơi, cậu ở đâu
Bây giờ đâu, ơi Chắt
Cứ nghe lùa gió bấc
Lại nhớ cậu lạ lùng.
Nhớ cái đêm mưa phùn
Cậu ghé mình chốc lát
Mà bừng lên tia chớp
Rực cháy cả lòng mình
Khi giọng cậu mông mênh
Chuyện Bác Hồ ra trận.

Hai đứa chung tổ Đảng
Cùng lúc đi chiến trường,
Cậu lên Cao Bắc Lạng
Mình vào Bình Trị Thiên
Vào chính ngay quê cậu.
Hai năm xa cách liền,
Mà cậu không kịp hỏi
Làng cậu giờ ra sao
Cậu chỉ còn kịp kể
Gặp bác giữa chiến trường,
Bác thức suốt hành quân
Lửa hồng Bác soi toả

Lán nhỏ tụ tình thương.
Từng lời cậu xốn xang
Mình uống sao cho thoả
“Đêm nay Bác không ngủ,
Ôi Đêm nay… Đêm nay!...”
Tên Bác vang trống trận
Gọi bút mình xông lên
Cũng những giờ chiến thắng
Cháy ruột mong Bác vào…
Càng viết càng ấm ran
Bút mình tràn mạch suối
Ôi, đầu bút cháy mãi
Một cảm giác rưng rưng
Bác mình sao ấm thế.
Mình thầm kêu! Bác ơi!
Mà ngỡ như gọi mẹ.
Một ánh lửa ngời ngời
Đưa mình hoà vào Chắt…
Một đêm thức bên Bác
Một đêm hoá một đời
Một đời thành vĩnh viễn.

Bài thơ ra tiền tuyến
Đêm nay Chắt ở đâu?
Cao Bắc Lạng, Tây Bắc
Hoà Bình đến Điện Biên…
Hành quân trong lòng Bác
Muôn thuở anh đội viên",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Minh-Hu%E1%BB%87/Mu%C3%B4n-thu%E1%BB%9F-anh-%C4%91%E1%BB%99i-vi%C3%AAn/poem-duHH85wpAN7sFF4Dxqq3ww
